root_cause_service,fault_type,fault_date,node,num_in,num_out,weight_in,weight_out,num_anomalous_in,num_anomalous_out,weight_anomalous_in,weight_anomalous_out,num_traces,num_anomalous_traces,num_unique_traces,num_unique_anomalous_traces,root_cause,ranked
contacts,delay,1010,assurance,3,0,99,0,0,0,0,0,104,14,7,6,0,0
contacts,delay,1010,consign,1,0,9,0,0,0,0,0,9,0,1,0,0,0
contacts,delay,1010,contacts,2,0,117,0,2,0,117,0,130,130,6,6,1,1
contacts,delay,1010,preserve,1,11,23,84,1,1,23,6,23,23,12,12,0,2
contacts,delay,1010,preserve-other,1,10,3,14,1,0,3,0,3,3,3,3,0,0
contacts,delay,1010,travel-plan,1,3,7,21,0,0,0,0,7,0,4,0,0,0
contacts,delay,1010,ts-ui-dashboard,1,0,260,0,0,0,0,0,260,0,1,0,0,0
contacts,delay,1010,payment,1,0,17,0,0,0,0,0,21,0,2,0,0,0
contacts,delay,1010,seat,5,5,48,137,0,0,0,0,40,23,21,13,0,0
contacts,delay,1010,security,2,2,12,29,0,0,0,0,20,20,14,14,0,0
contacts,delay,1010,ticketinfo,5,1,113,132,0,0,0,0,44,24,22,14,0,0
contacts,delay,1010,travel2,3,5,16,55,0,0,0,0,10,3,7,3,0,0
contacts,delay,1010,route-plan,0,2,0,7,0,0,0,0,4,0,2,0,0,0
contacts,delay,1010,config,1,0,24,0,0,0,0,0,32,16,12,6,0,0
contacts,delay,1014,admin-basic-info,1,1,1,1,0,0,0,0,1,0,1,0,0,0
contacts,delay,1014,train,4,0,72,0,0,0,0,0,16,9,5,2,0,0
contacts,delay,1014,admin-order,1,2,44,70,0,0,0,0,44,0,1,0,0,0
contacts,delay,1014,order,8,1,264,75,0,0,0,0,196,9,9,2,0,0
contacts,delay,1014,order-other,8,1,149,79,0,0,0,0,137,9,7,2,0,0
contacts,delay,1014,auth,1,1,37,32,0,0,0,0,37,0,1,0,0,0
contacts,delay,1014,verification-code,2,0,178,0,0,0,0,0,180,0,2,0,0,0
contacts,delay,1014,basic,1,4,118,257,0,0,0,0,15,9,4,2,0,0
contacts,delay,1014,price,1,0,21,0,0,0,0,0,15,9,4,2,0,0
contacts,delay,1014,route,3,0,114,0,0,0,0,0,43,9,5,2,0,0
contacts,delay,1014,station,7,0,413,0,0,0,0,0,211,9,7,2,0,0
contacts,delay,1014,cancel,1,5,34,89,0,0,0,0,34,0,2,0,0,0
contacts,delay,1014,inside-payment,2,3,33,54,0,0,0,0,33,0,4,0,0,0
contacts,delay,1014,notification,3,0,19,0,0,0,0,0,21,9,3,2,0,0
contacts,delay,1014,user,2,0,19,0,0,0,0,0,21,9,2,1,0,0
contacts,delay,1014,food,3,3,47,143,0,0,0,0,50,9,3,2,0,0
contacts,delay,1014,food-map,1,0,56,0,0,0,0,0,38,0,1,0,0,0
contacts,delay,1014,travel,5,5,111,247,0,0,0,0,52,7,4,1,0,0
contacts,delay,1014,gateway,0,17,0,755,0,3,0,77,755,77,19,3,0,0
contacts,delay,1014,assurance,3,0,67,0,0,0,0,0,68,9,3,2,0,0
contacts,delay,1014,consign,1,0,2,0,0,0,0,0,2,0,1,0,0,0
contacts,delay,1014,contacts,3,0,77,0,3,0,77,0,77,77,3,3,1,1
contacts,delay,1014,preserve,1,11,7,70,1,1,7,7,7,7,1,1,0,0
contacts,delay,1014,preserve-other,1,10,2,19,1,1,2,2,2,2,1,1,0,0
contacts,delay,1014,travel-plan,1,2,1,4,0,0,0,0,1,0,1,0,0,0
contacts,delay,1014,ts-ui-dashboard,1,0,112,0,0,0,0,0,112,0,1,0,0,0
contacts,delay,1014,payment,1,0,18,0,0,0,0,0,18,0,2,0,0,0
contacts,delay,1014,seat,4,5,31,141,0,0,0,0,15,9,4,2,0,0
contacts,delay,1014,security,2,2,7,17,0,0,0,0,9,9,2,2,0,0
contacts,delay,1014,ticketinfo,5,1,121,118,0,0,0,0,15,9,4,2,0,0
contacts,delay,1014,travel2,3,5,17,43,0,0,0,0,3,2,2,1,0,0
contacts,delay,1014,route-plan,0,2,0,6,0,0,0,0,1,0,1,0,0,0
contacts,delay,1014,config,1,0,28,0,0,0,0,0,15,9,4,2,0,0
food,abort,1011,admin-basic-info,1,4,4,4,0,0,0,0,4,0,4,0,0,0
food,abort,1011,contacts,3,0,60,0,0,0,0,0,60,2,3,1,0,0
food,abort,1011,price,2,0,5,0,0,0,0,0,4,2,3,1,0,0
food,abort,1011,station,5,0,207,0,0,0,0,0,173,2,5,1,0,0
food,abort,1011,train,3,0,17,0,0,0,0,0,4,2,3,1,0,0
food,abort,1011,admin-order,1,2,42,69,0,0,0,0,42,0,1,0,0,0
food,abort,1011,order,8,1,202,78,0,0,0,0,171,2,7,1,0,0
food,abort,1011,order-other,5,1,131,85,0,0,0,0,127,2,5,1,0,0
food,abort,1011,auth,1,1,29,22,0,0,0,0,29,0,1,0,0,0
food,abort,1011,verification-code,2,0,143,0,0,0,0,0,144,0,2,0,0,0
food,abort,1011,basic,1,4,29,52,0,0,0,0,3,2,2,1,0,0
food,abort,1011,route,2,0,19,0,0,0,0,0,3,2,2,1,0,0
food,abort,1011,cancel,1,5,31,85,0,0,0,0,31,0,2,0,0,0
food,abort,1011,inside-payment,2,3,32,49,0,0,0,0,33,0,4,0,0,0
food,abort,1011,notification,1,0,12,0,0,0,0,0,12,0,1,0,0,0
food,abort,1011,user,1,0,13,0,0,0,0,0,13,0,1,0,0,0
food,abort,1011,gateway,0,15,0,703,0,2,0,53,703,53,20,2,0,0
food,abort,1011,assurance,2,0,65,0,0,0,0,0,65,2,2,1,0,0
food,abort,1011,consign,1,0,3,0,0,0,0,0,3,0,1,0,0,0
food,abort,1011,food,2,0,53,0,2,0,53,0,53,53,2,2,1,1
food,abort,1011,preserve,1,9,2,20,1,1,2,2,2,2,1,1,0,0
food,abort,1011,travel,3,5,15,62,0,0,0,0,3,2,2,1,0,0
food,abort,1011,ts-ui-dashboard,1,0,109,0,0,0,0,0,109,0,1,0,0,0
food,abort,1011,payment,1,0,16,0,0,0,0,0,18,0,2,0,0,0
food,abort,1011,seat,2,3,8,21,0,0,0,0,3,2,2,1,0,0
food,abort,1011,security,1,2,2,4,0,0,0,0,2,2,1,1,0,0
food,abort,1011,ticketinfo,2,1,29,29,0,0,0,0,3,2,2,1,0,0
food,abort,1011,config,1,0,5,0,0,0,0,0,3,2,2,1,0,0
food,abort,1015,admin-order,1,2,96,144,0,0,0,0,96,0,1,0,0,0
food,abort,1015,order,8,1,275,87,0,0,0,0,226,6,7,1,0,0
food,abort,1015,order-other,5,1,161,84,0,0,0,0,162,6,5,1,0,0
food,abort,1015,auth,1,1,29,25,0,0,0,0,29,0,1,0,0,0
food,abort,1015,verification-code,2,0,130,0,0,0,0,0,133,0,2,0,0,0
food,abort,1015,basic,1,4,109,209,0,0,0,0,11,6,3,1,0,0
food,abort,1015,price,1,0,17,0,0,0,0,0,11,6,3,1,0,0
food,abort,1015,route,3,0,69,0,0,0,0,0,11,6,3,1,0,0
food,abort,1015,station,4,0,337,0,0,0,0,0,186,6,5,1,0,0
food,abort,1015,train,3,0,50,0,0,0,0,0,11,6,3,1,0,0
food,abort,1015,cancel,1,4,23,44,0,0,0,0,23,0,1,0,0,0
food,abort,1015,inside-payment,2,3,21,45,0,0,0,0,23,0,3,0,0,0
food,abort,1015,notification,1,0,7,0,0,0,0,0,7,0,1,0,0,0
food,abort,1015,user,1,0,5,0,0,0,0,0,7,0,1,0,0,0
food,abort,1015,gateway,0,15,0,788,0,2,0,69,788,69,16,2,0,0
food,abort,1015,assurance,2,0,59,0,0,0,0,0,59,6,2,1,0,0
food,abort,1015,consign,1,0,6,0,0,0,0,0,6,0,1,0,0,0
food,abort,1015,contacts,2,0,66,0,0,0,0,0,66,6,2,1,0,0
food,abort,1015,food,2,0,69,0,2,0,69,0,69,69,2,2,1,1
food,abort,1015,preserve,1,9,6,60,1,1,6,6,6,6,1,1,0,0
food,abort,1015,travel,4,5,69,175,0,0,0,0,11,6,3,1,0,0
food,abort,1015,travel-plan,1,2,1,4,0,0,0,0,1,0,1,0,0,0
food,abort,1015,ts-ui-dashboard,1,0,147,0,0,0,0,0,147,0,1,0,0,0
food,abort,1015,payment,1,0,14,0,0,0,0,0,16,0,2,0,0,0
food,abort,1015,seat,3,4,23,109,0,0,0,0,11,6,3,1,0,0
food,abort,1015,security,1,2,6,10,0,0,0,0,6,6,1,1,0,0
food,abort,1015,ticketinfo,4,1,85,109,0,0,0,0,11,6,3,1,0,0
food,abort,1015,route-plan,0,2,0,6,0,0,0,0,1,0,1,0,0,0
food,abort,1015,travel2,2,4,5,9,0,0,0,0,1,0,1,0,0,0
food,abort,1015,config,1,0,23,0,0,0,0,0,11,6,3,1,0,0
food,cpu,1014,admin-order,1,2,182,161,0,0,0,0,182,0,1,0,0,0
food,cpu,1014,order,8,1,344,56,1,0,6,0,340,16,29,10,0,2
food,cpu,1014,order-other,6,1,218,70,1,0,1,0,255,10,15,7,0,0
food,cpu,1014,auth,1,1,57,30,0,0,0,0,57,0,1,0,0,0
food,cpu,1014,verification-code,2,0,248,0,0,0,0,0,261,0,2,0,0,0
food,cpu,1014,basic,1,4,120,251,0,0,0,0,45,11,25,9,0,0
food,cpu,1014,price,1,0,20,0,0,0,0,0,29,8,13,5,0,0
food,cpu,1014,route,3,0,127,0,0,0,0,0,89,59,26,10,0,0
food,cpu,1014,station,6,0,440,0,0,0,0,0,305,88,28,10,0,0
food,cpu,1014,train,3,0,82,0,0,0,0,0,43,11,23,8,0,0
food,cpu,1014,cancel,1,5,51,61,0,0,0,0,51,0,3,0,0,0
food,cpu,1014,inside-payment,2,3,35,45,0,1,0,6,42,5,3,1,0,0
food,cpu,1014,notification,2,0,14,0,0,0,0,0,30,8,9,5,0,0
food,cpu,1014,user,2,0,24,0,0,0,0,0,35,9,13,7,0,0
food,cpu,1014,food,2,3,102,249,2,0,102,0,113,102,9,9,1,1
food,cpu,1014,food-map,1,0,96,0,0,0,0,0,79,79,1,1,0,0
food,cpu,1014,travel,5,5,154,268,0,0,0,0,113,76,26,10,0,0
food,cpu,1014,gateway,0,15,0,1390,0,1,0,92,1390,108,40,11,0,0
food,cpu,1014,assurance,2,0,112,0,0,0,0,0,128,8,8,4,0,0
food,cpu,1014,consign,1,0,3,0,0,0,0,0,3,0,1,0,0,0
food,cpu,1014,contacts,2,0,109,0,0,0,0,0,122,7,6,2,0,0
food,cpu,1014,preserve,1,11,27,108,0,1,0,10,27,10,19,8,0,0
food,cpu,1014,travel-plan,1,4,6,20,0,0,0,0,6,1,5,1,0,0
food,cpu,1014,ts-ui-dashboard,1,0,257,0,0,0,0,0,257,0,1,0,0,0
food,cpu,1014,payment,1,0,12,0,0,0,0,0,19,4,1,1,0,0
food,cpu,1014,seat,4,5,46,139,0,1,0,1,40,11,23,9,0,3
food,cpu,1014,security,1,2,9,26,0,0,0,0,19,10,15,8,0,0
food,cpu,1014,ticketinfo,4,1,100,120,0,0,0,0,44,11,24,9,0,0
food,cpu,1014,route-plan,1,2,1,11,0,0,0,0,5,1,5,1,0,0
food,cpu,1014,travel2,2,4,7,21,0,0,0,0,5,1,5,1,0,0
food,cpu,1014,config,1,0,23,0,0,0,0,0,24,6,11,3,0,0
food,cpu,1016,admin-order,1,2,143,199,0,0,0,0,143,0,1,0,0,0
food,cpu,1016,order,8,1,506,120,0,0,0,0,418,15,13,4,0,0
food,cpu,1016,order-other,8,1,261,117,0,0,0,0,274,15,11,4,0,0
food,cpu,1016,auth,1,1,51,41,0,0,0,0,51,0,1,0,0,0
food,cpu,1016,verification-code,2,0,247,0,0,0,0,0,249,0,2,0,0,0
food,cpu,1016,basic,1,4,216,399,0,0,0,0,38,16,8,4,0,0
food,cpu,1016,price,1,0,26,0,0,0,0,0,31,14,8,4,0,0
food,cpu,1016,route,3,0,156,0,0,0,0,0,71,51,9,5,0,0
food,cpu,1016,station,7,0,627,0,0,0,0,0,348,55,11,5,0,0
food,cpu,1016,train,3,0,102,0,0,0,0,0,37,16,8,4,0,0
food,cpu,1016,cancel,1,5,77,173,0,0,0,0,77,0,2,0,0,0
food,cpu,1016,inside-payment,2,3,61,92,0,0,0,0,68,0,4,0,0,0
food,cpu,1016,notification,3,0,40,0,0,0,0,0,46,15,5,4,0,0
food,cpu,1016,user,3,0,38,0,0,0,0,0,48,15,5,4,0,0
food,cpu,1016,food,3,3,65,141,3,0,65,0,70,65,5,5,1,1
food,cpu,1016,food-map,1,0,58,0,0,0,0,0,46,46,1,1,0,0
food,cpu,1016,travel,5,5,140,378,0,0,0,0,77,57,8,4,0,0
food,cpu,1016,gateway,0,16,0,1304,0,1,0,49,1304,65,22,5,0,0
food,cpu,1016,assurance,3,0,96,0,0,0,0,0,98,15,5,4,0,0
food,cpu,1016,consign,1,0,10,0,0,0,0,0,10,0,1,0,0,0
food,cpu,1016,contacts,3,0,112,0,0,0,0,0,118,12,4,3,0,0
food,cpu,1016,preserve,1,11,22,150,0,1,0,15,22,15,3,3,0,0
food,cpu,1016,preserve-other,1,11,1,12,0,1,0,1,1,1,1,1,0,0
food,cpu,1016,travel-plan,1,4,3,14,0,0,0,0,3,0,3,0,0,0
food,cpu,1016,ts-ui-dashboard,1,0,219,0,0,0,0,0,219,0,1,0,0,0
food,cpu,1016,payment,1,0,31,0,0,0,0,0,34,0,2,0,0,0
food,cpu,1016,seat,5,5,53,179,0,0,0,0,35,16,8,4,0,0
food,cpu,1016,security,2,2,14,33,0,0,0,0,22,16,4,4,0,0
food,cpu,1016,ticketinfo,5,1,182,216,0,0,0,0,38,16,8,4,0,0
food,cpu,1016,travel2,3,5,14,37,0,0,0,0,4,1,4,1,0,0
food,cpu,1016,route-plan,1,2,1,6,0,0,0,0,1,0,1,0,0,0
food,cpu,1016,config,1,0,39,0,0,0,0,0,33,14,6,2,0,0
food,delay,1010,admin-order,1,2,111,118,0,0,0,0,111,0,1,0,0,0
food,delay,1010,order,8,1,398,69,0,0,0,0,366,31,42,19,0,0
food,delay,1010,order-other,6,1,223,80,0,0,0,0,244,21,22,11,0,0
food,delay,1010,auth,1,1,56,35,0,0,0,0,56,0,1,0,0,0
food,delay,1010,verification-code,2,0,262,0,0,0,0,0,268,0,2,0,0,0
food,delay,1010,basic,1,4,159,404,0,0,0,0,68,32,43,24,0,0
food,delay,1010,price,1,0,34,0,0,0,0,0,51,25,25,13,0,0
food,delay,1010,route,3,0,198,0,0,0,0,0,95,62,41,22,0,0
food,delay,1010,station,6,0,531,0,0,0,0,0,319,76,43,22,0,0
food,delay,1010,train,3,0,143,0,0,0,0,0,66,32,40,21,0,0
food,delay,1010,cancel,1,5,70,115,0,0,0,0,70,0,2,0,0,0
food,delay,1010,inside-payment,2,2,43,40,0,0,0,0,51,0,2,0,0,0
food,delay,1010,notification,2,0,34,0,0,0,0,0,59,25,12,11,0,0
food,delay,1010,user,2,0,31,0,0,0,0,0,46,24,14,13,0,0
food,delay,1010,food,2,3,125,140,2,0,125,0,135,135,12,12,1,1
food,delay,1010,food-map,1,0,55,0,0,0,0,0,43,43,1,1,0,0
food,delay,1010,travel,5,5,164,419,0,0,0,0,108,71,43,24,0,0
food,delay,1010,gateway,0,15,0,1391,0,2,0,145,1391,146,56,25,0,0
food,delay,1010,assurance,2,0,132,0,0,0,0,0,142,20,10,9,0,0
food,delay,1010,consign,1,0,6,0,0,0,0,0,6,0,1,0,0,0
food,delay,1010,contacts,2,0,123,0,0,0,0,0,137,23,9,8,0,0
food,delay,1010,preserve,1,11,33,121,1,1,33,13,33,33,23,23,0,2
food,delay,1010,travel-plan,1,4,17,71,0,0,0,0,17,1,14,1,0,0
food,delay,1010,ts-ui-dashboard,1,0,192,0,0,0,0,0,192,0,1,0,0,0
food,delay,1010,payment,1,0,14,0,0,0,0,0,21,0,1,0,0,0
food,delay,1010,seat,4,5,79,252,0,1,0,1,54,24,40,21,0,3
food,delay,1010,security,1,2,15,28,0,0,0,0,26,26,18,18,0,0
food,delay,1010,ticketinfo,4,1,198,159,0,0,0,0,67,34,40,21,0,0
food,delay,1010,route-plan,1,2,3,31,0,0,0,0,13,1,10,1,0,0
food,delay,1010,travel2,2,5,35,76,1,0,1,0,17,1,14,1,0,0
food,delay,1010,config,1,0,65,0,0,0,0,0,46,21,28,11,0,0
food,delay,1014,admin-order,1,2,145,212,0,0,0,0,145,0,1,0,0,0
food,delay,1014,order,8,1,365,68,0,0,0,0,302,9,20,8,0,0
food,delay,1014,order-other,4,1,197,70,0,0,0,0,205,8,12,6,0,0
food,delay,1014,auth,1,1,49,35,0,0,0,0,49,0,1,0,0,0
food,delay,1014,verification-code,2,0,228,0,0,0,0,0,237,0,2,0,0,0
food,delay,1014,basic,1,4,174,352,0,0,0,0,26,8,15,7,0,0
food,delay,1014,price,1,0,28,0,0,0,0,0,22,8,13,7,0,0
food,delay,1014,route,3,0,167,0,0,0,0,0,49,31,16,8,0,0
food,delay,1014,station,6,0,458,0,0,0,0,0,219,35,19,9,0,0
food,delay,1014,train,3,0,89,0,0,0,0,0,24,7,14,6,0,0
food,delay,1014,cancel,1,4,34,72,0,0,0,0,34,0,1,0,0,0
food,delay,1014,inside-payment,2,2,28,44,0,0,0,0,30,0,2,0,0,0
food,delay,1014,notification,2,0,16,0,0,0,0,0,20,8,4,3,0,0
food,delay,1014,user,2,0,15,0,0,0,0,0,19,8,5,4,0,0
food,delay,1014,food,2,3,78,92,2,0,78,0,82,82,4,4,1,1
food,delay,1014,food-map,1,0,38,0,0,0,0,0,26,26,1,1,0,0
food,delay,1014,travel,5,5,128,345,0,0,0,0,52,34,17,9,0,0
food,delay,1014,gateway,0,15,0,1088,0,2,0,83,1088,83,28,9,0,0
food,delay,1014,assurance,2,0,81,0,0,0,0,0,84,9,6,5,0,0
food,delay,1014,consign,1,0,7,0,0,0,0,0,7,0,1,0,0,0
food,delay,1014,contacts,2,0,101,0,0,0,0,0,106,7,3,2,0,0
food,delay,1014,preserve,1,11,9,49,1,1,9,4,9,9,8,8,0,2
food,delay,1014,travel-plan,1,4,8,34,0,0,0,0,8,0,7,0,0,0
food,delay,1014,ts-ui-dashboard,1,0,177,0,0,0,0,0,177,0,1,0,0,0
food,delay,1014,payment,1,0,14,0,0,0,0,0,16,0,1,0,0,0
food,delay,1014,seat,4,5,40,202,0,0,0,0,23,7,15,7,0,0
food,delay,1014,security,1,2,4,15,0,0,0,0,9,9,8,8,0,0
food,delay,1014,ticketinfo,4,1,162,174,0,0,0,0,27,9,16,8,0,0
food,delay,1014,route-plan,1,2,2,11,0,0,0,0,7,0,7,0,0,0
food,delay,1014,travel2,2,4,16,42,0,0,0,0,8,0,7,0,0,0
food,delay,1014,config,1,0,47,0,0,0,0,0,21,6,12,4,0,0
food-map,abort,1011,admin-basic-info,1,4,8,7,0,0,0,0,8,0,4,0,0,0
food-map,abort,1011,config,2,0,15,0,0,0,0,0,7,3,5,2,0,0
food-map,abort,1011,price,2,0,10,0,0,0,0,0,7,3,5,2,0,0
food-map,abort,1011,station,6,0,211,0,0,0,0,0,138,3,7,2,0,0
food-map,abort,1011,train,4,0,39,0,0,0,0,0,9,3,5,2,0,0
food-map,abort,1011,admin-order,1,2,111,183,0,0,0,0,111,0,1,0,0,0
food-map,abort,1011,order,8,1,252,56,0,0,0,0,216,3,8,2,0,0
food-map,abort,1011,order-other,6,1,161,70,0,0,0,0,160,3,6,2,0,0
food-map,abort,1011,auth,1,1,30,22,0,0,0,0,30,0,1,0,0,0
food-map,abort,1011,verification-code,2,0,120,0,0,0,0,0,121,0,2,0,0,0
food-map,abort,1011,basic,1,4,44,101,0,0,0,0,5,3,4,2,0,0
food-map,abort,1011,route,3,0,41,0,0,0,0,0,5,3,4,2,0,0
food-map,abort,1011,cancel,1,5,27,68,0,0,0,0,27,0,2,0,0,0
food-map,abort,1011,inside-payment,2,3,27,44,0,0,0,0,27,0,4,0,0,0
food-map,abort,1011,notification,2,0,11,0,0,0,0,0,11,2,2,1,0,0
food-map,abort,1011,user,2,0,11,0,0,0,0,0,11,2,2,1,0,0
food-map,abort,1011,food,2,1,55,48,2,1,55,48,55,55,2,2,0,2
food-map,abort,1011,food-map,1,0,48,0,1,0,48,0,48,48,1,1,1,1
food-map,abort,1011,gateway,0,16,0,752,0,1,0,53,752,56,22,3,0,0
food-map,abort,1011,assurance,2,0,59,0,0,0,0,0,59,2,2,1,0,0
food-map,abort,1011,consign,1,0,5,0,0,0,0,0,5,0,1,0,0,0
food-map,abort,1011,contacts,2,0,60,0,0,0,0,0,60,2,2,1,0,0
food-map,abort,1011,preserve,1,11,2,24,0,2,0,4,2,2,1,1,0,0
food-map,abort,1011,travel,4,5,31,100,1,0,1,0,6,3,4,2,0,0
food-map,abort,1011,travel-plan,1,4,2,18,0,1,0,1,2,1,2,1,0,0
food-map,abort,1011,ts-ui-dashboard,1,0,149,0,0,0,0,0,149,0,1,0,0,0
food-map,abort,1011,payment,1,0,15,0,0,0,0,0,15,0,2,0,0,0
food-map,abort,1011,seat,4,5,19,60,0,0,0,0,6,3,4,2,0,0
food-map,abort,1011,security,1,2,2,4,0,0,0,0,2,2,1,1,0,0
food-map,abort,1011,ticketinfo,4,1,46,44,1,0,2,0,5,3,4,2,0,0
food-map,abort,1011,route-plan,1,2,1,2,1,1,1,1,2,1,2,1,0,0
food-map,abort,1011,travel2,2,4,3,12,0,0,0,0,2,1,2,1,0,0
food-map,abort,1015,admin-basic-info,1,3,3,3,0,0,0,0,3,0,3,0,0,0
food-map,abort,1015,config,2,0,49,0,0,0,0,0,22,8,7,2,0,0
food-map,abort,1015,price,2,0,39,0,0,0,0,0,22,8,7,2,0,0
food-map,abort,1015,station,7,0,543,0,0,0,0,0,207,8,9,2,0,0
food-map,abort,1015,admin-order,1,2,99,153,0,0,0,0,99,0,1,0,0,0
food-map,abort,1015,order,8,1,373,96,0,0,0,0,277,8,11,2,0,0
food-map,abort,1015,order-other,8,1,177,79,0,0,0,0,172,8,9,2,0,0
food-map,abort,1015,admin-user,1,1,1,1,0,0,0,0,1,0,1,0,0,0
food-map,abort,1015,user,4,0,29,0,0,0,0,0,31,8,5,2,0,0
food-map,abort,1015,auth,1,1,26,18,0,0,0,0,26,0,1,0,0,0
food-map,abort,1015,verification-code,2,0,125,0,0,0,0,0,126,0,2,0,0,0
food-map,abort,1015,basic,1,4,204,450,0,0,0,0,21,8,6,2,0,0
food-map,abort,1015,route,3,0,137,0,0,0,0,0,20,8,6,2,0,0
food-map,abort,1015,train,3,0,115,0,0,0,0,0,20,8,6,2,0,0
food-map,abort,1015,cancel,1,5,42,115,0,0,0,0,42,0,2,0,0,0
food-map,abort,1015,inside-payment,2,3,37,48,0,0,0,0,38,0,4,0,0,0
food-map,abort,1015,notification,3,0,27,0,0,0,0,0,30,8,4,2,0,0
food-map,abort,1015,food,3,1,66,49,2,1,64,49,67,64,4,3,0,2
food-map,abort,1015,food-map,1,0,49,0,1,0,49,0,49,49,1,1,1,1
food-map,abort,1015,gateway,0,18,0,816,0,1,0,56,816,64,24,3,0,0
food-map,abort,1015,assurance,3,0,61,0,0,0,0,0,64,8,3,1,0,0
food-map,abort,1015,consign,1,0,8,0,0,0,0,0,8,0,1,0,0,0
food-map,abort,1015,contacts,3,0,65,0,0,0,0,0,66,8,4,2,0,0
food-map,abort,1015,preserve,1,11,10,100,0,1,0,8,10,8,2,2,0,0
food-map,abort,1015,preserve-other,1,11,1,12,0,0,0,0,1,0,1,0,0,0
food-map,abort,1015,travel,4,5,136,346,0,0,0,0,20,8,5,2,0,0
food-map,abort,1015,travel-plan,1,4,5,32,0,0,0,0,5,0,2,0,0,0
food-map,abort,1015,ts-ui-dashboard,1,0,134,0,0,0,0,0,134,0,1,0,0,0
food-map,abort,1015,payment,1,0,16,0,0,0,0,0,17,0,2,0,0,0
food-map,abort,1015,seat,5,5,61,237,0,0,0,0,20,8,6,2,0,0
food-map,abort,1015,security,2,2,8,22,0,0,0,0,11,8,3,2,0,0
food-map,abort,1015,ticketinfo,5,1,190,204,0,0,0,0,21,8,6,2,0,0
food-map,abort,1015,travel2,3,5,14,62,0,0,0,0,6,0,3,0,0,0
food-map,abort,1015,route-plan,1,2,2,9,0,0,0,0,5,0,2,0,0,0
food-map,abort,1023,basic,1,4,44,87,0,0,0,0,7,1,5,1,0,0
food-map,abort,1023,price,1,0,5,0,0,0,0,0,4,1,3,1,0,0
food-map,abort,1023,route,3,0,26,0,0,0,0,0,6,1,4,1,0,0
food-map,abort,1023,station,3,0,75,0,0,0,0,0,39,1,6,1,0,0
food-map,abort,1023,train,3,0,25,0,1,0,1,0,7,1,5,1,0,0
food-map,abort,1023,cancel,1,4,11,7,0,1,0,1,11,1,2,1,0,0
food-map,abort,1023,inside-payment,2,1,6,1,0,0,0,0,6,1,2,1,0,0
food-map,abort,1023,notification,2,0,2,0,0,0,0,0,3,2,2,1,0,0
food-map,abort,1023,order,6,1,36,4,0,0,0,0,70,1,7,1,0,0
food-map,abort,1023,user,2,0,4,0,1,0,1,0,7,2,3,2,0,3
food-map,abort,1023,food,1,1,14,11,1,1,14,11,16,15,1,1,0,2
food-map,abort,1023,food-map,1,0,11,0,1,0,11,0,11,11,1,1,1,1
food-map,abort,1023,gateway,0,14,0,259,0,1,0,14,259,16,17,3,0,0
food-map,abort,1023,admin-order,1,0,70,0,0,0,0,0,70,0,1,0,0,0
food-map,abort,1023,assurance,2,0,10,0,0,0,0,0,10,0,2,0,0,0
food-map,abort,1023,auth,1,0,4,0,0,0,0,0,4,0,1,0,0,0
food-map,abort,1023,contacts,2,0,19,0,0,0,0,0,20,1,3,1,0,0
food-map,abort,1023,order-other,3,0,21,0,0,0,0,0,20,0,3,0,0,0
food-map,abort,1023,preserve,1,6,3,10,0,1,0,1,3,1,3,1,0,0
food-map,abort,1023,preserve-other,1,0,1,0,0,0,0,0,1,0,1,0,0,0
food-map,abort,1023,travel,2,5,17,77,0,1,0,1,6,1,4,1,0,0
food-map,abort,1023,ts-ui-dashboard,1,0,64,0,0,0,0,0,64,0,1,0,0,0
food-map,abort,1023,verification-code,1,0,17,0,0,0,0,0,17,0,1,0,0,0
food-map,abort,1023,seat,2,5,9,30,1,0,1,0,6,1,4,1,0,0
food-map,abort,1023,config,1,0,7,0,0,0,0,0,7,1,3,1,0,0
food-map,abort,1023,travel2,1,3,2,8,0,0,0,0,1,0,1,0,0,0
food-map,abort,1023,security,0,2,0,3,0,0,0,0,2,0,2,0,0,0
food-map,abort,1023,ticketinfo,2,1,38,44,0,0,0,0,7,1,5,1,0,0
food-map,cpu,1012,admin-order,1,2,133,131,0,0,0,0,133,0,2,0,0,0
food-map,cpu,1012,order,8,1,307,61,0,0,0,0,299,0,34,0,0,0
food-map,cpu,1012,order-other,8,1,199,63,0,0,0,0,212,0,16,0,0,0
food-map,cpu,1012,auth,1,1,71,37,0,0,0,0,71,0,1,0,0,0
food-map,cpu,1012,verification-code,2,0,282,0,0,0,0,0,301,0,2,0,0,0
food-map,cpu,1012,basic,1,4,107,280,0,0,0,0,47,0,35,0,0,0
food-map,cpu,1012,price,1,0,23,0,0,0,0,0,31,0,19,0,0,0
food-map,cpu,1012,route,3,0,135,0,0,0,0,0,76,29,31,2,0,0
food-map,cpu,1012,station,7,0,406,0,0,0,0,0,259,43,36,1,0,0
food-map,cpu,1012,train,3,0,83,0,0,0,0,0,44,0,29,0,0,0
food-map,cpu,1012,cancel,1,5,42,85,0,0,0,0,42,0,3,0,0,0
food-map,cpu,1012,inside-payment,2,3,38,29,0,0,0,0,38,0,5,0,0,0
food-map,cpu,1012,notification,3,0,23,0,0,0,0,0,36,0,12,0,0,0
food-map,cpu,1012,user,3,0,21,0,0,0,0,0,33,0,11,0,0,0
